,assetTypeNumber,assetNumber,reportingPeriodBeginningDate,reportingPeriodEndingDate,originatorName,originationDate,originalLoanAmount,originalLoanTerm,loanMaturityDate,originalInterestRatePercentage,interestCalculationTypeCode,originalInterestRateTypeCode,originalInterestOnlyTermNumber,originalFirstPaymentDate,underwritingIndicator,gracePeriodNumber,paymentTypeCode,subvented,vehicleManufacturerName,vehicleModelName,vehicleNewUsedCode,vehicleModelYear,vehicleTypeCode,vehicleValueAmount,vehicleValueSourceCode,obligorCreditScoreType,obligorCreditScore,obligorIncomeVerificationLevelCode,obligorEmploymentVerificationCode,coObligorIndicator,paymentToIncomePercentage,obligorGeographicLocation,assetAddedIndicator,remainingTermToMaturityNumber,reportingPeriodModificationIndicator,servicingAdvanceMethodCode,reportingPeriodBeginningLoanBalanceAmount,nextReportingPeriodPaymentAmountDue,reportingPeriodInterestRatePercentage,nextInterestRatePercentage,servicingFeePercentage,servicingFlatFeeAmount,otherServicerFeeRetainedByServicer,otherAssessedUncollectedServicerFeeAmount,scheduledInterestAmount,scheduledPrincipalAmount,otherPrincipalAdjustmentAmount,reportingPeriodActualEndBalanceAmount,reportingPeriodScheduledPaymentAmount,totalActualAmountPaid,actualInterestCollectedAmount,actualPrincipalCollectedAmount,actualOtherCollectedAmount,servicerAdvancedAmount,interestPaidThroughDate,zeroBalanceEffectiveDate,zeroBalanceCode,currentDelinquencyStatus,primaryLoanServicerName,mostRecentServicingTransferReceivedDate,assetSubjectDemandIndicator,assetSubjectDemandStatusCode,repurchaseAmount,DemandResolutionDate,repurchaserName,repurchaseReplacementReasonCode,chargedoffPrincipalAmount,recoveredAmount,modificationTypeCode,paymentExtendedNumber,repossessedIndicator,repossessedProceedsAmount,LTV,loanDiff,StateUnemployment
3688,DRIVE0201700003,"=""4147350""",10/01/2017,10-31-2017,SC,10/2012,24290.53,72,01/2019,0.18,1,1,-,12/2012,True,2,2,0,DODGE,CHALLENGER,2,2010,1,18350.0,98,Bureau,547,3,3,1,0.11063846,TX,-,16,False,1,7077.74,0.0,0.18,0.18,0.04,-,-,0.0,101.0874,452.9226,0.0,0.0,554.01,7224.34,146.6,7077.74,0.0,-,09-01-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,132.3734604904632,17212.79,3.9
3781,DRIVE0201700003,"=""4155546""",10/01/2017,10-31-2017,SC,10/2012,13407.93,72,01/2019,0.1249,1,1,-,12/2012,True,2,2,0,CHRYSLER,PT Cruiser-4 Cyl.,2,2005,1,10599.0,98,Bureau,607,2,2,0,0.11869275,GA,-,16,False,1,4348.73,0.0,0.1249,0.1249,0.04,-,-,0.0,34.6426,230.9174,0.0,0.0,265.56,4378.49,29.76,4348.73,0.0,-,09-26-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,126.5018397962072,9059.2,4.5
3945,DRIVE0201700003,"=""4152771""",10/01/2017,10-31-2017,SC,10/2012,17433.87,72,11/2018,0.1823,1,1,-,11/2012,True,1,2,0,HYUNDAI,ELANTRA,2,2011,1,15475.0,98,Bureau,557,3,3,0,0.1714906,FL,-,14,False,1,5861.32,0.0,0.1823,0.1823,0.04,-,-,0.0,71.3439,328.5561,0.0,0.0,399.9,5962.99,0.0,5861.32,145.98,-,09-10-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,112.65828756058158,11572.55,3.9
4024,DRIVE0201700003,"=""4170248""",10/01/2017,10-31-2017,SC,10/2012,22160.94,72,10/2018,0.1493,1,1,-,11/2012,True,1,2,1,DODGE TRUCK,Journey-4 Cyl.,1,2012,3,19866.0,98,Bureau,609,3,3,0,0.10465119,IN,-,13,False,1,6030.13,0.0,0.1493,0.1493,0.04,-,-,0.0,69.4561,398.2939,0.0,0.0,467.75,6167.78,120.15,6030.13,17.5,-,10-03-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,111.55209906372696,16130.809999999998,3.5
4068,DRIVE0201700003,"=""4178380""",10/01/2017,10-31-2017,SC,10/2012,15416.49,72,11/2018,0.18,1,1,-,12/2012,True,2,2,0,TOYOTA,Corolla-4 Cyl.,2,2011,1,14250.0,98,Bureau,-,3,3,0,0.04721541,PA,-,14,False,1,4018.66,0.0,0.18,0.18,0.04,-,-,0.0,64.0548,287.5652,0.0,0.0,351.62,4066.22,47.56,4018.66,0.0,-,09-12-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,108.1858947368421,11397.83,4.8
4086,DRIVE0201700003,"=""4179501""",10/01/2017,10-31-2017,SC,11/2012,15704.25,72,01/2019,0.2499,1,1,-,12/2012,True,1,2,0,SATURN,Vue,2,2008,3,13998.0,98,Bureau,-,3,2,0,0.14046009,MO,-,16,False,1,5730.82,0.0,0.2499,0.2499,0.04,-,-,0.0,102.7049,320.2251,0.0,0.0,422.93,5935.73,133.4,5730.82,71.51,-,09-22-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,112.18924132018859,9973.43,3.6
4089,DRIVE0201700003,"=""4179763""",10/01/2017,10-31-2017,SC,10/2012,18511.97,60,08/2018,0.1336,1,1,-,12/2012,True,2,2,0,FORD TRUCK,F150 SuperCrew-V8,2,2006,2,18325.0,98,Bureau,566,2,2,0,0.07111167,TX,-,11,True,1,4269.4,0.0,0.1336,0.1336,0.04,-,-,0.0,7.2941,417.3259,0.0,0.0,424.62,4327.46,58.06,4269.4,0.0,-,10-18-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,3,0,False,-,101.02030013642565,14242.570000000002,3.9
4094,DRIVE0201700003,"=""4168656""",10/01/2017,10-31-2017,SC,10/2012,27191.53,72,02/2019,0.18,1,1,-,12/2012,True,2,2,0,NISSAN,Altima-4 Cyl.,1,2013,1,22169.0,98,Bureau,542,2,2,0,0.124952,TX,-,17,False,1,12848.99,0.0,0.18,0.18,0.04,-,-,0.0,112.9691,507.2109,0.0,0.0,620.18,14318.31,130.95,12848.99,1338.37,-,08-30-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,122.65564527042265,14342.539999999999,3.9
4142,DRIVE0201700003,"=""4159757""",10/01/2017,10-31-2017,SC,11/2012,15133.5,72,02/2019,0.1599,1,1,-,12/2012,True,1,2,0,JEEP,Liberty-V6,2,2010,3,18750.0,98,Bureau,584,3,3,0,0.08701266,NC,-,17,False,1,5776.71,0.0,0.1599,0.1599,0.04,-,-,0.0,55.5166,272.6734,0.0,0.0,328.19,6127.63,75.92,5776.71,275.0,-,09-10-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,True,0.00,80.71199999999999,9356.79,4.5
4143,DRIVE0201700003,"=""4159785""",10/01/2017,10-31-2017,SC,10/2012,14092.68,72,07/2019,0.1349,1,1,-,12/2012,True,2,2,0,VOLKSWAGEN,Jetta-5 Cyl.,2,2012,1,18998.0,98,Bureau,586,2,2,0,0.09501154,TX,-,22,False,1,7878.06,0.0,0.1349,0.1349,0.04,-,-,0.0,40.138,246.422,0.0,0.0,286.56,9672.92,180.52,7878.06,1614.34,-,08-02-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,True,0.00,74.17980840088431,6214.62,3.9
4202,DRIVE0201700003,"=""4172236""",10/01/2017,10-31-2017,SC,10/2012,20543.97,72,05/2019,0.11,1,1,-,12/2012,True,2,2,1,Jeep,Patriot,1,2012,3,20197.0,98,Bureau,640,2,2,0,0.15206342,TN,-,20,False,1,8196.52,0.0,0.11,0.11,0.04,-,-,0.0,45.3203,345.7197,0.0,0.0,391.04,9193.22,76.58,8196.52,920.12,-,09-25-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,True,0.00,101.7179284052087,12347.45,3.3
4220,DRIVE0201700003,"=""4158182""",10/01/2017,10-31-2017,SC,10/2012,30219.0,72,09/2019,0.1149,1,1,-,11/2012,True,1,2,0,TOYOTA,Tacoma Double Cab-V6,1,2012,2,27738.89,98,Bureau,611,2,2,0,0.14657948,TX,-,24,False,1,18196.83,0.0,0.1149,0.1149,0.04,-,-,0.0,67.906,514.894,0.0,0.0,582.8,19423.56,257.77,18196.83,968.96,-,09-06-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,108.94091292045212,12022.169999999998,3.9
4281,DRIVE0201700003,"=""4193632""",10/01/2017,10-31-2017,SC,10/2012,19304.01,60,02/2018,0.18,1,1,-,12/2012,True,2,2,0,FORD TRUCK,F150 SuperCrew-V8,2,2010,2,21925.0,98,Bureau,459,2,2,0,0.05137536,TX,-,5,False,1,5714.71,0.0,0.18,0.18,0.04,-,-,0.0,10.8578,479.3322,0.0,0.0,490.19,6448.85,157.82,5714.71,576.32,-,08-07-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,True,0.00,88.04565564424173,13589.3,3.9
4320,DRIVE0201700003,"=""4191826""",10/01/2017,10-31-2017,SC,11/2012,18106.82,72,11/2018,0.2076,1,1,-,12/2012,True,1,2,0,Ford,Mustang,2,2006,1,19659.0,3,Bureau,586,2,2,0,0.12462657,CO,-,14,False,1,5465.33,0.0,0.2076,0.2076,0.04,-,-,0.0,91.291,350.429,0.0,0.0,441.72,5590.57,125.24,5465.33,0.0,-,10-17-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,92.1044814080065,12641.49,3.0
4326,DRIVE0201700003,"=""4192236""",10/01/2017,10-31-2017,SC,11/2012,17156.09,72,02/2019,0.1139,1,1,-,12/2012,True,1,2,0,FORD TRUCK,Escape,2,2010,3,16450.0,98,Bureau,641,3,2,1,0.07673953,GA,-,17,False,1,7360.54,0.0,0.1139,0.1139,0.04,-,-,0.0,40.8892,289.1008,0.0,0.0,329.99,7770.96,43.64,7360.54,366.78,-,09-14-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,104.29234042553193,9795.55,4.5
4353,DRIVE0201700003,"=""4187179""",10/01/2017,10-31-2017,SC,10/2012,11500.0,72,06/2019,0.21,1,1,-,11/2012,True,1,2,0,CHEVROLET,IMPALA,2,2007,1,10125.0,98,Bureau,602,2,2,0,0.16588235,IN,-,21,False,1,7289.45,0.0,0.21,0.21,0.04,-,-,0.0,57.0982,225.0618,0.0,0.0,282.16,7435.46,146.01,7289.45,0.0,-,10-02-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,True,0.00,113.58024691358024,4210.55,3.5
4475,DRIVE0201700003,"=""4203940""",10/01/2017,10-31-2017,SC,11/2012,15613.97,72,11/2018,0.2049,1,1,-,12/2012,True,1,2,0,CHEVROLET,Impala-V6,2,2008,1,15025.0,98,Bureau,595,3,3,0,0.17520833,IL,-,14,False,1,5033.3,0.0,0.2049,0.2049,0.04,-,-,0.0,79.8658,298.5842,0.0,0.0,378.45,5084.16,50.86,5033.3,0.0,-,09-25-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,103.91993344425956,10580.669999999998,4.9
4477,DRIVE0201700003,"=""4203999""",10/01/2017,10-31-2017,SC,11/2012,12617.28,72,03/2019,0.1539,1,1,-,12/2012,True,1,2,0,MITSUBISHI,Galant-4 Cyl.,2,2008,1,12325.0,98,Bureau,667,2,2,0,0.113,FL,-,18,False,1,6047.25,0.0,0.1539,0.1539,0.04,-,-,0.0,42.5839,226.8861,0.0,0.0,269.47,6118.65,71.4,6047.25,0.0,-,09-16-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,102.37144016227182,6570.030000000001,3.9
4549,DRIVE0201700003,"=""4207890""",10/01/2017,10-31-2017,SC,11/2012,20481.48,72,03/2019,0.1594,1,1,-,12/2012,True,1,2,0,NISSAN,ALTIMA,2,2009,1,14825.0,98,Bureau,557,2,2,0,0.089302,FL,-,18,False,1,9286.29,0.0,0.1594,0.1594,0.04,-,-,0.0,72.408,371.192,0.0,0.0,443.6,9992.66,108.2,9286.29,598.17,-,10-11-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,138.1550084317032,11195.189999999999,3.9
4729,DRIVE0201700003,"=""4174708""",10/01/2017,10-31-2017,SC,10/2012,21343.68,72,11/2018,0.16,1,1,-,12/2012,True,2,2,0,DODGE,Challenger-V6,1,2012,1,25587.0,98,Bureau,-,3,2,1,0.09648654,NC,-,14,False,1,7101.64,0.0,0.16,0.16,0.04,-,-,0.0,75.8283,387.1517,0.0,0.0,462.98,7370.11,40.47,7101.64,228.0,-,09-22-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,83.41610974322899,14242.04,4.5
4784,DRIVE0201700003,"=""4216557""",10/01/2017,10-31-2017,SC,10/2012,13759.0,72,02/2019,0.21,1,1,-,12/2012,False,2,2,0,TOYOTA,TUNDRA,2,2003,2,11350.0,98,Bureau,530,3,2,0,0.15004693,OK,-,17,False,1,1249.27,0.0,0.21,0.21,0.04,-,-,0.0,70.5138,267.0762,0.0,0.0,337.59,1270.11,20.84,1249.27,0.0,-,09-08-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,121.22466960352423,12509.73,4.1
4891,DRIVE0201700003,"=""4232543""",10/01/2017,10-31-2017,SC,10/2012,12209.79,72,11/2018,0.2406,1,1,-,12/2012,True,2,2,0,KIA,RIO,2,2010,1,8760.0,98,Bureau,503,3,3,0,0.10365904,CA,-,14,False,1,3939.33,0.0,0.2406,0.2406,0.04,-,-,0.0,75.6663,246.2237,0.0,0.0,321.89,3988.67,49.34,3939.33,0.0,-,09-21-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,139.38116438356164,8270.460000000001,4.5
4934,DRIVE0201700003,"=""4221392""",10/01/2017,10-31-2017,SC,11/2012,19692.49,72,12/2018,0.2499,1,1,-,12/2012,False,1,2,0,DODGE TRUCK,Ram 1500 Pickup-V8,2,2003,2,14599.0,98,Bureau,576,3,3,0,0.10870669,OH,-,15,False,1,7671.48,0.0,0.2499,0.2499,0.04,-,-,0.0,132.3779,397.9621,0.0,0.0,530.34,8191.82,124.25,7671.48,396.09,-,10-14-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,134.88930748681418,12021.010000000002,4.9
4944,DRIVE0201700003,"=""4235079""",10/01/2017,10-31-2017,SC,10/2012,15129.35,72,01/2019,0.1978,1,1,-,11/2012,True,1,2,0,NISSAN,ALTIMA,2,2009,1,13882.0,98,Bureau,575,2,2,0,0.12015333,NM,-,16,False,1,6393.63,0.0,0.1978,0.1978,0.04,-,-,0.0,69.0169,291.4431,0.0,0.0,360.46,7206.11,0.0,6393.63,871.79,-,09-13-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,True,0.00,108.98537674686646,8735.720000000001,6.0
4963,DRIVE0201700003,"=""4239281""",10/01/2017,10-31-2017,SC,10/2012,11398.0,60,01/2018,0.2599,1,1,-,12/2012,True,2,2,0,Kia,Sorento,2,2008,3,9261.0,3,Bureau,591,3,3,0,0.16632427,AZ,-,4,False,1,4510.05,0.0,0.2599,0.2599,0.04,-,-,0.0,10.7678,330.4222,0.0,0.0,341.19,4596.76,86.71,4510.05,0.0,-,09-26-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,True,0.00,123.07526185077205,6887.95,4.7
5009,DRIVE0201700003,"=""4225832""",10/01/2017,10-31-2017,SC,11/2012,16977.46,72,08/2019,0.15,1,1,-,12/2012,True,1,2,0,Nissan,Versa,1,2013,1,18043.0,98,Bureau,494,3,3,0,0.10486648,CT,-,23,False,1,7079.06,0.0,0.15,0.15,0.04,-,-,0.0,55.449,303.541,0.0,0.0,358.99,7274.04,171.63,7079.06,23.35,-,08-25-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,94.09444105747382,9898.399999999998,4.5
5014,DRIVE0201700003,"=""4226054""",10/01/2017,10-31-2017,SC,11/2012,21258.66,72,03/2020,0.2499,1,1,-,12/2012,True,1,2,0,HONDA,Accord-V6,2,2009,1,19998.0,98,Bureau,475,3,3,0,0.09172824,GA,-,30,True,1,15165.57,0.0,0.2499,0.2499,0.04,-,-,0.0,143.505,429.015,0.0,0.0,572.52,16077.84,222.88,15165.57,689.39,-,10-13-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,3,0,False,-,106.30393039303931,6093.09,4.5
5025,DRIVE0201700003,"=""4241661""",10/01/2017,10-31-2017,SC,10/2012,19854.25,72,12/2018,0.1289,1,1,-,12/2012,True,2,2,0,Volkswagen,Jetta Sedan,1,2013,1,20296.0,98,Bureau,644,2,2,0,0.06857707,NJ,-,15,True,1,5107.55,0.0,0.1289,0.1289,0.04,-,-,0.0,53.3773,344.0227,0.0,0.0,397.4,5156.26,48.71,5107.55,0.0,-,10-04-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,3,0,False,-,97.82346275128104,14746.7,4.7
5129,DRIVE0201700003,"=""4244663""",10/01/2017,10-31-2017,SC,11/2012,10517.09,72,01/2019,0.1149,1,1,-,12/2012,True,1,2,0,CHEVROLET,Impala-V6,2,2011,1,15400.0,98,Bureau,631,2,2,0,0.10921758,NJ,-,16,False,1,4161.42,0.0,0.1149,0.1149,0.04,-,-,0.0,24.4837,178.3463,0.0,0.0,202.83,4223.16,61.74,4161.42,0.0,-,10-03-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,68.2927922077922,6355.67,4.7
5251,DRIVE0201700003,"=""4240180""",10/01/2017,10-31-2017,SC,11/2012,29214.35,72,02/2019,0.2499,1,1,-,12/2012,True,1,2,0,LEXUS,ES-V6,2,2008,1,21998.0,98,Bureau,478,3,2,0,0.08878686,KS,-,17,False,1,16328.56,0.0,0.2499,0.2499,0.04,-,-,0.0,191.0632,595.7068,0.0,0.0,786.77,17140.41,301.85,16328.56,510.0,-,09-22-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,132.804573143013,12885.789999999999,3.5
5468,DRIVE0201700003,"=""4273857""",10/01/2017,10-31-2017,SC,09/2012,8497.5,72,09/2018,0.2599,1,1,-,10/2012,True,1,2,0,CHEVROLET,Classic-L4,2,2005,1,6125.0,98,Bureau,-,3,3,0,0.09706459,AL,-,12,False,1,2528.45,0.0,0.2599,0.2599,0.04,-,-,0.0,53.0827,181.0073,0.0,0.0,234.09,2564.22,35.77,2528.45,0.0,-,10-03-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,138.73469387755102,5969.05,3.8
5484,DRIVE0201700003,"=""4259943""",10/01/2017,10-31-2017,SC,11/2012,15909.66,72,11/2018,0.2499,1,1,-,12/2012,True,1,2,0,PONTIAC,G6-V6,2,2007,1,12998.0,98,Bureau,565,3,2,1,0.12246162,OH,-,14,False,1,5454.22,0.0,0.2499,0.2499,0.04,-,-,0.0,104.0461,324.4139,0.0,0.0,428.46,5637.48,183.26,5454.22,0.0,-,10-06-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,122.40083089706108,10455.439999999999,4.9
5487,DRIVE0201700003,"=""4260478""",10/01/2017,10-31-2017,SC,11/2012,22193.49,72,11/2018,0.1678,1,1,-,12/2012,True,1,2,1,Dodge,Journey,1,2013,3,23677.0,98,Bureau,618,2,3,1,0.04269478,IL,-,14,False,1,702.2,0.0,0.1678,0.1678,0.04,-,-,0.0,86.7582,404.2418,0.0,0.0,491.0,706.72,4.52,702.2,0.0,-,09-06-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,93.73438357900072,21491.29,4.9
5536,DRIVE0201700003,"=""4276974""",10/01/2017,10-31-2017,SC,11/2012,30454.22,72,11/2018,0.1429,1,1,-,12/2012,True,1,2,0,DODGE,Challenger-V8,2,2010,1,25125.0,98,Bureau,607,2,2,0,0.127196,GA,-,14,False,1,1877.32,0.0,0.1429,0.1429,0.04,-,-,0.0,93.4211,538.8489,0.0,0.0,632.27,1897.03,19.71,1877.32,0.0,-,10-03-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,121.21082587064677,28576.9,4.5
5673,DRIVE0201700003,"=""4277694""",10/01/2017,10-31-2017,SC,11/2012,22207.12,72,05/2019,0.1549,1,1,-,12/2012,True,1,2,1,DODGE TRUCK,Ram 1500 Pickup-V8,1,2012,2,25575.0,98,Bureau,579,3,2,1,0.10046419,TX,-,20,False,1,11871.16,0.0,0.1549,0.1549,0.04,-,-,0.0,78.1627,397.3373,0.0,0.0,475.5,12411.32,75.57,11871.16,464.59,-,09-28-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,86.8313587487781,10335.96,3.9
5695,DRIVE0201700003,"=""4280841""",10/01/2017,10-31-2017,SC,11/2012,28149.81,72,11/2018,0.15,1,1,-,12/2012,True,1,2,1,DODGE,Charger-V6,1,2012,1,26988.0,98,Bureau,595,3,2,0,0.19809807,WV,-,14,False,1,4620.44,0.0,0.15,0.15,0.04,-,-,0.0,91.9336,503.2964,0.0,0.0,595.23,4645.32,24.88,4620.44,0.0,-,10-11-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,104.3049132947977,23529.370000000003,5.4
5700,DRIVE0201700003,"=""4281121""",10/01/2017,10-31-2017,SC,11/2012,22252.16,72,12/2018,0.1449,1,1,-,01/2013,False,2,2,0,Dodge,Avenger,2,2012,1,14998.0,98,Bureau,704,3,2,0,0.14577418,CA,-,15,False,1,6348.37,0.0,0.1449,0.1449,0.04,-,-,0.0,74.1741,390.2059,0.0,0.0,464.38,6436.11,87.74,6348.37,0.0,-,10-03-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,148.36751566875583,15903.79,4.5
5771,DRIVE0201700003,"=""4293419""",10/01/2017,10-31-2017,SC,10/2012,16396.5,72,10/2018,0.2086,1,1,-,11/2012,True,1,2,0,FORD,Focus-4 Cyl.,1,2013,1,20023.72,98,Bureau,-,2,2,1,0.05492466,KS,-,13,False,1,4391.98,0.0,0.2086,0.2086,0.04,-,-,0.0,80.4879,320.4721,0.0,0.0,400.96,4462.26,70.28,4391.98,0.0,-,09-21-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,81.8853839346535,12004.52,3.5
5791,DRIVE0201700003,"=""4295618""",10/01/2017,10-31-2017,SC,11/2012,11235.72,72,08/2019,0.18,1,1,-,12/2012,True,1,2,0,KIA,Forte-4 Cyl.,2,2010,1,9850.0,98,Bureau,475,3,3,0,0.14813242,PA,-,23,False,1,7794.1,0.0,0.18,0.18,0.04,-,-,0.0,46.6568,209.6032,0.0,0.0,256.26,8174.61,370.8,7794.1,9.71,-,08-18-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,114.06822335025379,3441.619999999999,4.8
5815,DRIVE0201700003,"=""4286970""",10/01/2017,10-31-2017,SC,10/2012,17554.8,72,01/2019,0.2236,1,1,-,12/2012,True,2,2,0,GMC,ENVOY,2,2008,3,15375.0,98,Bureau,659,3,3,0,0.13179977,MS,-,16,False,1,7334.5,0.0,0.2236,0.2236,0.04,-,-,0.0,98.1758,346.6642,0.0,0.0,444.84,7545.54,188.71,7334.5,22.33,-,09-14-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,114.17756097560977,10220.3,4.8
5839,DRIVE0201700003,"=""4290092""",10/01/2017,10-31-2017,SC,11/2012,11008.94,72,11/2018,0.16,1,1,-,12/2012,True,1,2,0,SATURN,RELAY-V6,2,2005,1,9998.0,98,Bureau,-,3,2,0,0.07577512,NC,-,14,False,1,3021.82,0.0,0.16,0.16,0.04,-,-,0.0,40.4183,198.3817,0.0,0.0,238.8,3061.92,40.1,3021.82,0.0,-,10-19-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,110.11142228445689,7987.120000000001,4.5
5841,DRIVE0201700003,"=""4290133""",10/01/2017,10-31-2017,SC,11/2012,18900.0,72,02/2019,0.1159,1,1,-,12/2012,True,1,2,0,CHRYSLER,200-4 Cyl.,2,2011,1,17575.0,98,Bureau,677,2,2,0,0.10709503,AR,-,17,False,1,6405.21,0.0,0.1159,0.1159,0.04,-,-,0.0,46.0163,319.4637,0.0,0.0,365.48,6473.77,68.56,6405.21,0.0,-,10-14-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,107.53911806543385,12494.79,3.7
5861,DRIVE0201700003,"=""4300864""",10/01/2017,10-31-2017,SC,11/2012,22764.08,72,03/2019,0.1649,1,1,-,01/2013,True,2,2,0,Ford,Edge,2,2011,3,18998.0,98,Bureau,621,2,2,0,0.13731315,CA,-,18,False,1,11562.87,0.0,0.1649,0.1649,0.04,-,-,0.0,89.7605,410.1995,0.0,0.0,499.96,11915.06,214.18,11562.87,138.01,-,09-06-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,119.8235603747763,11201.210000000001,4.5
5967,DRIVE0201700003,"=""4309640""",10/01/2017,10-31-2017,SC,11/2012,14486.23,72,12/2018,0.1823,1,1,-,01/2013,True,2,2,0,HONDA,Fit-4 Cyl.,2,2010,1,13998.0,98,Bureau,522,2,2,0,0.15218636,FL,-,15,False,1,4523.1,0.0,0.1823,0.1823,0.04,-,-,0.0,65.2491,267.0409,0.0,0.0,332.29,4577.9,42.04,4523.1,12.76,-,10-03-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,103.4878554079154,9963.13,3.9
5984,DRIVE0201700003,"=""4297235""",10/01/2017,10-31-2017,SC,11/2012,13462.91,72,11/2018,0.2145,1,1,-,12/2012,True,1,2,0,Chrysler,Sebring,2,2010,1,12802.0,3,Bureau,563,2,3,1,0.03387269,CA,-,14,False,1,518.1,0.0,0.2145,0.2145,0.04,-,-,0.0,71.0518,262.8382,0.0,0.0,333.89,528.76,10.66,518.1,0.0,-,09-06-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,105.16255272613655,12944.81,4.5
5992,DRIVE0201700003,"=""4297663""",10/01/2017,10-31-2017,SC,11/2012,18514.2,72,11/2018,0.1179,1,1,-,12/2012,True,1,2,0,CHRYSLER,Pacifica-V6,2,2008,3,17350.0,98,Bureau,612,2,2,1,0.04825446,PA,-,14,False,1,4686.17,0.0,0.1179,0.1179,0.04,-,-,0.0,46.0537,313.8863,0.0,0.0,359.94,4701.3,15.13,4686.17,0.0,-,09-19-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,106.71008645533142,13828.03,4.8
6002,DRIVE0201700003,"=""4295968""",10/01/2017,10-31-2017,SC,11/2012,17248.45,72,02/2019,0.21,1,1,-,12/2012,True,1,2,0,DODGE,Charger-V6,2,2011,1,20650.0,98,Bureau,639,2,2,0,0.169284,MS,-,17,False,1,1166.97,0.0,0.21,0.21,0.04,-,-,0.0,91.2589,331.9511,0.0,0.0,423.21,1187.11,20.14,1166.97,0.0,-,09-16-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,83.52760290556901,16081.480000000001,4.8
6016,DRIVE0201700003,"=""4312640""",10/01/2017,10-31-2017,SC,11/2012,22059.84,72,01/2019,0.2243,1,1,-,12/2012,True,1,2,0,HONDA,CR V,2,2010,3,17350.0,98,Bureau,513,3,3,0,0.07091419,MI,-,16,False,1,6412.56,0.0,0.2243,0.2243,0.04,-,-,0.0,127.8765,432.0435,0.0,0.0,559.92,6459.85,47.29,6412.56,0.0,-,09-28-2017,10/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,127.14605187319886,15647.279999999999,4.7
